nct_id,dropout_percentage_all,Clinical Title,Overall Status,Trial Phase,Allocation,Start Date,Completion Date,Primary Purpose,City,State,Zipcode,Gender,Minimum Age,Maximum Age,New Completion Date,New Start Date,length_of_trial
NCT01001494,8.783284319,Efficacy and Safety of Aclidinium Bromide at Two Dose Levels Versus Placebo Administered in Chronic Obstructive Pulmonary Disease (COPD) Patients,Completed,Phase 3,Randomized,October 2009,November 2010,Treatment,Benesov,,256 01,All,40 Years,,2010-11-01,2009-10-01,396.0
NCT01003899,30.95238095,A Phase II Trial of Afatinib(BIBW 2992) in Third-line Treatment for Patients With Stage IIIB/IV Adenocarcinoma of the Lung Harbouring Wild-type Epidermal Growth Factor Receptor[EGFR],Completed,Phase 2,Non-Randomized,October 2009,,Treatment,Seoul,,,All,18 Years,80 Years,,2009-10-01,
NCT01005680,5.83028083,A Study Comparing Two Different Chemotherapy Types in Chinese Patients With Advanced Non Small Cell Lung Cancer,Completed,Phase 3,Randomized,November 2009,November 2012,Treatment,Beijing,,100730,All,18 Years,,2012-11-01,2009-11-01,1096.0
NCT01005901,17.8123936,"A Study to Assess the Safety, Tolerability and Efficacy of NVA237 Versus Placebo",Completed,Phase 3,Randomized,October 2009,December 2010,Treatment,Birmingham,Alabama,,All,40 Years,,2010-12-01,2009-10-01,426.0
NCT01006629,6.0,Palivizumab for Prevention of Severe Respiratory Syncytial Virus Infection in Russian Children,Completed,Phase 2/Phase 3,Non-Randomized,November 2009,July 2010,Prevention,Ivanovo,,153731,All,,2 Years,2010-07-01,2009-11-01,242.0
NCT01007149,4.761904762,Effect of Omalizumab in Patients With Severe Persistent Non-atopic Uncontrolled Asthma,Completed,Phase 3,Randomized,September 2009,February 2011,Basic Science,Arnaud de Villeneuve,,,All,18 Years,70 Years,2011-02-01,2009-09-01,518.0
NCT01007253,0.0,Effect of Veramyst and Olopatadine 0.2% Opthalmic Solution on Allergy Symptoms,Completed,Phase 4,Randomized,November 2009,August 2011,,Chicago,Illinois,60637,All,18 Years,45 Years,2011-08-01,2009-11-01,638.0
NCT01009099,1.260504202,Reducing Dynamic Hyperinflation Through Breathing Retraining,Completed,Phase 2/Phase 3,Randomized,July 2009,January 2015,Treatment,Hines,Illinois,60141-5000,All,21 Years,85 Years,2015-01-01,2009-07-01,2010.0
NCT01009463,15.84137206,A Study to Evaluate the Efficacy and Safety of Fluticasone Furoate (FF)/GW642444 Inhalation Powder in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"September 25, 2009","October 31, 2011",Treatment,Birmingham,Alabama,35235,All,40 Years,,2011-10-01,2009-09-01,760.0
NCT01010971,3.594082417,Clinical Trial to Assess the Efficacy and Safety of Ciclesonide Hydrofluoroalkane (HFA) Nasal Aerosol for the Treatment of Seasonal Allergic Rhinitis (SAR) to Mountain Cedar in Subjects 12 Years and Older,Completed,Phase 3,Randomized,December 2009,February 2010,Treatment,Austin,Texas,78731,All,12 Years,,2010-02-01,2009-12-01,62.0
NCT01011049,0.6592449969,Study of Influenza Vaccine Revaccination in Healthy Adults Previously Vaccinated With Fluzone ID or Fluzone IM,Completed,Phase 2,Randomized,September 2009,October 2010,Prevention,Hoover,Alabama,35216,All,18 Years,64 Years,2010-10-01,2009-09-01,395.0
NCT01014988,10.31339031,Safety Study to Assess IV Zanamivir for Treatment of Influenza Infection in Patients Who Are in Hospital,Completed,Phase 2,,November 2009,February 2015,Treatment,Birmingham,Alabama,35233,All,6 Months,,2015-02-01,2009-11-01,1918.0
NCT01017874,20.33898305,A Study of Alimta/Cisplatin/Gefitinib for Asian Non-smoking Participants With Non Small Cell Lung Cancer,Completed,Phase 3,Randomized,November 2009,October 2014,Treatment,Kowloon,,405-760,All,18 Years,,2014-10-01,2009-11-01,1795.0
NCT01017952,17.70079902,A Study to Evaluate Annual Rate of Exacerbations and Safety of 3 Dosage Strengths of Fluticasone Furoate (FF)/GW642444 Inhalation Powder in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"September 25, 2009","October 17, 2011",Treatment,Birmingham,Alabama,35215,All,40 Years,,2011-10-01,2009-09-01,760.0
NCT01018030,5.428004535,Dose Finding Study of Fluticasone Furoate Nasal Spray for Uncomplicated Acute Rhinosinusitis,Completed,Phase 2,Randomized,"January 6, 2010","July 16, 2010",Treatment,Ruse,British Columbia,7000,All,12 Years,,2010-07-01,2010-01-01,181.0
NCT01018186,11.16816906,Fluticasone Furoate/GW642444 Inhalation Powder Long-Term Safety Study,Completed,Phase 3,Randomized,"October 19, 2009","May 12, 2011",Treatment,Oxford,Alabama,36203,All,12 Years,,2011-05-01,2009-10-01,577.0
NCT01018862,7.373162614,A Study to Evaluate the Safety and Efficacy of a Nasal Spray to Treat Children With Perennial Allergic Rhinitis,Completed,Phase 3,Randomized,November 2009,April 2011,Treatment,Costa Mesa,California,92626,All,6 Years,12 Years,2011-04-01,2009-11-01,516.0
NCT01019694,23.4938098,Combivent Respimat 1-year Safety Study in Patients With Chronic Obstructive Pulmonary Disease,Completed,Phase 3,Randomized,November 2009,,Treatment,Jasper,Alabama,,All,40 Years,,,2009-11-01,
NCT01020786,26.60550459,A Study in Non-squamous Non Small Cell Lung Cancer in Asian Patients,Completed,Phase 4,,November 2009,June 2012,Treatment,Aichi,,460-0001,All,20 Years,,2012-06-01,2009-11-01,943.0
NCT01023516,5.843894801,Efficacy and Safety of Twice Daily 60mg AZD9668 in COPD for 12 Weeks in Patients on Background Budesonide/Formoterol,Completed,Phase 2,Randomized,November 2009,August 2010,Treatment,Lovech,Hunedoara,,All,40 Years,80 Years,2010-08-01,2009-11-01,273.0
NCT01024608,2.367195434,Study in Adult and Adolescent Subjects With Seasonal Allergic Rhinitis (SAR),Completed,Phase 3,Randomized,"December 31, 2009","February 28, 2010",Treatment,Austin,Texas,78731,All,12 Years,,2010-02-01,2009-12-01,62.0
NCT01025284,0.0,A Study for Participants With Small-Cell Lung Cancer,Completed,Phase 2,Non-Randomized,December 2009,July 2012,Treatment,Torrington,Connecticut,06790,All,18 Years,,2012-07-01,2009-12-01,943.0
NCT01030965,3.858568075,28-day Repeat Dose Study of GSK573719,Completed,Phase 2,Randomized,"December 15, 2009","July 4, 2010",Treatment,Madisonville,Kentucky,42431,All,40 Years,80 Years,2010-07-01,2009-12-01,212.0
NCT01033825,4.40121348,Study of the Effects of Ciclesonide Hydrofluoroalkane (HFA) Nasal Aerosol on Hypothalamic-Pituitary-Adrenal (HPA) Axis,Completed,Phase 3,Randomized,January 2010,May 2010,Treatment,Stockbridge,Georgia,30281,All,12 Years,,2010-05-01,2010-01-01,120.0
NCT01039675,9.523809524,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of the Combination of GSK573719 and GW642444 in Subjects With COPD",Completed,Phase 2,Randomized,"January 1, 2010","April 20, 2010",Treatment,Chester,South Carolina,29706,All,40 Years,,2010-04-01,2010-01-01,90.0
NCT01040689,2.777777778,Characterization of 24 Hour Spirometry Profiles of Inhaled BI 1744 CL and Inhaled Tiotropium Bromide in Patients With Chronic Obstructive Pulmonary Disease,Completed,Phase 3,Randomized,January 2010,,Treatment,Genk,,,All,40 Years,,,2010-01-01,
NCT01040728,4.098360656,"A Randomized, Double-Blind, 4-way Crossover Study to Evaluate the Efficacy of of 24 Hour Spirometry Profiles of Inhaled BI 1744 CL and Inhaled Tiotropium Bromide in Patients With Chronic Obstructive Pulmonary Disease",Completed,Phase 3,Randomized,January 2010,,Treatment,Jasper,Alabama,,All,40 Years,,,2010-01-01,
NCT01040780,1.003768844,Safety and Efficacy Study of Icotinb in Non-small Cell Lung Cancer (NSCLC) Patients,Completed,Phase 3,Randomized,February 2009,December 2011,Treatment,Beijing,Beijing,100020,All,18 Years,75 Years,2011-12-01,2009-02-01,1033.0
NCT01042158,0.0,A Clinical Trial of Ambrisentan and Tadalafil in Pulmonary Arterial Hypertension Associated With Systemic Sclerosis,Completed,Phase 4,,January 2010,November 2014,Treatment,Baltimore,Maryland,21287,All,18 Years,,2014-11-01,2010-01-01,1765.0
NCT01044459,30.98639794,"Long-term Safety, Tolerability and Efficacy of Aclidinium Bromide in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD) (LAS-MD-35)",Completed,Phase 3,Randomized,November 2009,April 2011,Treatment,Birmingham,Alabama,35209,All,40 Years,,2011-04-01,2009-11-01,516.0
NCT01045421,1.424242424,"Alisertib in Adults With Nonhematological Malignancies, Followed by Alisertib in Lung, Breast, Head and Neck or Gastroesophageal Malignancies",Completed,Phase 1/Phase 2,Randomized,February 2010,April 2014,Treatment,Houston,Texas,,All,18 Years,,2014-04-01,2010-02-01,1520.0
NCT01046136,2.639977604,Mucinex Exploratory Cold Study,Completed,Phase 2,Randomized,December 2009,,Treatment,Bellevue,Nebraska,68005,All,12 Years,,,2009-12-01,
NCT01047553,9.177777778,Study to Evaluate the Safety and Efficacy of Formoterol in a Daily Dose of 18 µg (9 µg Twice Daily) in Japanese Chronic Obstructive Pulmonary Disease (COPD) Patients,Completed,Phase 3,Randomized,December 2009,July 2011,Treatment,Nagoya,Aichi,,All,40 Years,,2011-07-01,2009-12-01,577.0
NCT01048866,4.062468102,A Study of Flurbiprofen 8.75 mg Lozenge in Patients With Pharyngitis,Completed,Phase 3,Randomized,November 2009,March 2011,Treatment,New York,New York,10010,All,18 Years,,2011-03-01,2009-11-01,485.0
NCT01049334,6.862745098,A Study of Flurbiprofen 8.75 mg Lozenge in Patient With Pharyngitis,Completed,Phase 3,Randomized,November 2009,March 2011,Treatment,Storrs,Connecticut,06268,All,18 Years,,2011-03-01,2009-11-01,485.0
NCT01050257,23.26415094,A Study of Intravenously Administered Tamiflu (Oseltamivir) in Patients Over 13 Years of Age With Influenza,Completed,Phase 3,Randomized,January 2010,September 2012,Treatment,Birmingham,Alabama,35233,All,13 Years,,2012-09-01,2010-01-01,974.0
NCT01052038,11.66666667,Post Operative Sore Throat and Dexamethasone,Completed,Phase 4,Randomized,January 2010,September 2010,Prevention,Chicago,Illinois,60611,Female,18 Years,64 Years,2010-09-01,2010-01-01,243.0
NCT01052116,10.62176166,The Study of Soy Isoflavones in Asthma,Completed,Phase 4,Randomized,March 2010,August 2012,Treatment,Tucson,Arizona,85724,All,12 Years,,2012-08-01,2010-03-01,884.0
NCT01052480,17.34693878,Safety and Efficacy of Investigational Anti-Influenza Immune Plasma in Treating Influenza,Completed,Phase 2,Randomized,December 2010,November 2015,Treatment,Los Angeles,California,90095-1752,All,,,2015-11-01,2010-12-01,1796.0
NCT01053988,15.82634091,A 6-month Study to Evaluate the Efficacy and Safety of Fluticasone Furoate (FF)/GW642444 Inhalation Powder in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"October 5, 2009","April 14, 2011",Treatment,Mobile,Alabama,36608,All,40 Years,,2011-04-01,2009-10-01,547.0
NCT01054170,19.11111111,"Effect on Structural Changes in Airways, Measured by MSCT, of Twice Daily 60mg AZD9668 for 12 Weeks in Chronic Obstructive Pulmonary Disease (COPD) Patients",Completed,Phase 2,Randomized,January 2010,November 2010,Treatment,Kingston,Ontario,,All,50 Years,80 Years,2010-11-01,2010-01-01,304.0
NCT01054885,14.12738855,Efficacy and Safety Study of Fluticasone Furoate (FF)/GW642444 Inhalation Powder and the Individual Components in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"October 19, 2009","February 8, 2011",Treatment,Birmingham,Alabama,35235,All,40 Years,,2011-02-01,2009-10-01,488.0
NCT01055197,12.98701299,Radiation Therapy in Treating Patients With Extensive Stage Small Cell Lung Cancer,Completed,Phase 2,Randomized,March 2010,December 2016,Treatment,Tucson,Arizona,85704,All,18 Years,,2016-12-01,2010-03-01,2467.0
NCT01059565,25.24038462,Safety and Efficacy Study of Aztreonam for Inhalation Solution (AZLI) in Patients With Cystic Fibrosis and Chronic Burkholderia Species Infection,Completed,Phase 3,Randomized,February 2010,January 2012,Treatment,Mobile,Alabama,36608,All,6 Years,,2012-01-01,2010-02-01,699.0
NCT01059643,4.854368932,"A Study in Ovarian, Non-Small Cell Lung, Prostate, Colorectal, Gastroesophageal Cancers, and Squamous Cell Carcinoma of the Head and Neck",Completed,Phase 2,,April 2011,December 2012,Treatment,Jonesboro,Arkansas,72401,All,18 Years,,2012-12-01,2011-04-01,610.0
NCT01067105,16.38349515,A 6 Month Study of Once Daily Ciclesonide Hydrofluoroalkane (HFA) Nasal Aerosol in The Treatment of Perennial Allergic Rhinitis (PAR) in Subjects 12 Years and Older,Completed,Phase 3,,February 2010,November 2010,Treatment,Huntington Beach,California,92647,All,12 Years,,2010-11-01,2010-02-01,273.0
NCT01068600,6.603773585,Comparison of Efficacy of Indacaterol Versus Placebo Over 12 Weeks,Completed,Phase 3,Randomized,January 2010,,Treatment,Anniston,Alabama,36207-5710,All,40 Years,,,2010-01-01,
NCT01068912,8.597822557,Dose-Finding Study of Favipiravir in the Treatment of Uncomplicated Influenza,Completed,Phase 2,Randomized,February 2010,May 2012,Treatment,Birmingham,Alabama,,All,20 Years,80 Years,2012-05-01,2010-02-01,820.0
NCT01069289,7.406450131,Efficacy and Safety Study of Symbicort® Turbuhaler® Versus Oxis® Turbuhaler® in Chronic Obstructive Pulmonary Disease (COPD) Patients,Completed,Phase 3,Randomized,January 2010,March 2011,Treatment,New Delhi,Delhi,,All,40 Years,,2011-03-01,2010-01-01,424.0
NCT01070784,14.61538462,A Safety and Efficacy Study of Symbicort Turbuhaler Compared With Standard Chronic Obstructive Pulmonary Disease (COPD) Treatment in Japan,Completed,Phase 3,Randomized,January 2010,October 2011,Treatment,Nagoya,Aichi,,All,40 Years,,2011-10-01,2010-01-01,638.0
NCT01072396,9.523809524,Effects of Tiotropium on Breathing Capacity and Exercise Limitation in Early Stages of Chronic Obstructive Pulmonary Disease,Completed,Phase 4,Randomized,February 2010,November 2011,Treatment,Birmingham,Alabama,,All,40 Years,,2011-11-01,2010-02-01,638.0
NCT01072448,10.54447853,12-week Efficacy of Indacaterol,Completed,Phase 3,Randomized,January 2010,July 2010,Treatment,Peoria,Arizona,85381,All,40 Years,,2010-07-01,2010-01-01,181.0
NCT01077713,16.23376623,A Study of Avastin (Bevacizumab) in Combination With Gemcitabine With or Without Cisplatin in First-Line Treatment of Elderly Patients With Non-Small Cell Lung Cancer,Completed,Phase 2,Randomized,February 2010,July 2014,Treatment,Rionero in Vulture,Basilicata,85028,All,70 Years,,2014-07-01,2010-02-01,1611.0
NCT01079130,4.002662794,Efficacy and Safety of Different Doses of Indacaterol,Completed,Phase 3,Randomized,February 2010,,Treatment,Glendale,Arizona,85306,All,18 Years,,,2010-02-01,
NCT01085136,27.98960139,LUX-Lung 5: Afatinib Plus Weekly Paclitaxel Versus Investigator's Choice of Single Agent Chemotherapy Following Afatinib Monotherapy in Non-small Cell Lung Cancer Patients Failing Erlotinib or Gefitinib,Completed,Phase 3,Randomized,February 2010,January 2016,Treatment,Ciudad Autonoma de Buenos Aires,New South Wales,,All,18 Years,,2016-01-01,2010-02-01,2160.0
NCT01086384,10.20272989,Asthma Exacerbation Study,Completed,Phase 3,Randomized,"February 22, 2010","September 15, 2011",Treatment,Birmingham,Alabama,35209,All,12 Years,,2011-09-01,2010-02-01,577.0
NCT01089127,2.947521143,Efficacy and Safety of Different Doses of Indacaterol in Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,March 2010,July 2010,Treatment,Florence,Alabama,35630,All,40 Years,,2010-07-01,2010-03-01,122.0
NCT01096017,0.0,To Investigate the Relative Efficacy of Terbutaline Turbuhaler® and Salbutamol Pressurized Metered Dose Inhaler (pMDI) a Single Blind Study,Completed,Phase 3,Randomized,March 2010,April 2010,Treatment,Tokyo,,,All,16 Years,,2010-04-01,2010-03-01,31.0
NCT01097694,19.16666667,Effects of cKit Inhibition by Imatinib in Patients With Severe Refractory Asthma (KIA),Completed,Phase 2,Randomized,November 2010,August 2016,Treatment,Birmingham,Alabama,35294,All,18 Years,65 Years,2016-08-01,2010-11-01,2100.0
NCT01102374,12.13286713,Vitamin D Supplementation and Acute Respiratory Infection in Older Long-Term Care Residents,Completed,Phase 2,Randomized,May 2010,July 2016,Prevention,Aurora,Colorado,80045,All,60 Years,,2016-07-01,2010-05-01,2253.0
NCT01104155,34.84126984,"Eribulin Mesylate in Combination With Intermittent Erlotinib in Patients With Previously Treated, Advanced Non-Small Cell Lung Cancer",Completed,Phase 2,Randomized,"February 22, 2010","January 18, 2017",Treatment,Bessemer,Alabama,,All,18 Years,,2017-01-01,2010-02-01,2526.0
NCT01106014,18.88417927,Selexipag (ACT-293987) in Pulmonary Arterial Hypertension,Completed,Phase 3,Randomized,"December 1, 2009","October 1, 2014",Treatment,Mobile,Alabama,36617,All,18 Years,75 Years,2014-10-01,2009-12-01,1765.0
NCT01109524,35.0,Safety Study of Cetuximab in Combination With Cisplatin and Vinorelbine to Treat Advanced Non-small Cell Lung Cancer,Completed,Phase 2,,July 2010,September 2012,Treatment,Casa Grande,Arizona,85122,All,18 Years,,2012-09-01,2010-07-01,793.0
NCT01110200,24.41499265,Chronic Obstructive Pulmonary Disease (COPD) Post-hospitalization Study,Completed,Phase 4,Randomized,"April 30, 2010","May 8, 2012",Treatment,Birmingham,Alabama,35233,All,40 Years,85 Years,2012-05-01,2010-04-01,761.0
NCT01118312,17.78867884,Study of Asthma and Nasal Steroids,Completed,Phase 4,Randomized,September 2010,June 2015,Treatment,Tucson,Arizona,85724,All,6 Years,,2015-06-01,2010-09-01,1734.0
NCT01119937,12.78455285,Long Term Safety and Tolerability of NVA237 Versus Tiotropium in Japanese Patients,Completed,Phase 3,Randomized,May 2010,,Treatment,Iizuka,Fukuoka,820-8505,All,40 Years,,,2010-05-01,
NCT01120093,2.53164557,Efficacy and Safety of Three Doses of Aclidinium Bromide Compared to Placebo and to an Active Comparator in Chronic Obstructive Pulmonary Disease (COPD) Patients.,Completed,Phase 2,Randomized,May 2010,August 2010,Treatment,Gent,,B-9000,All,40 Years,,2010-08-01,2010-05-01,92.0
NCT01120691,15.90804467,Effect of QVA149 Versus NVA237 and Tiotropium on Chronic Obstructive Pulmonary Disorder (COPD) Exacerbations,Completed,Phase 3,Randomized,April 2010,July 2012,Treatment,Birmingham,Alabama,35233,All,40 Years,,2012-07-01,2010-04-01,822.0
NCT01120717,11.74827925,A Study to Assess the Long-term Safety of QVA149,Completed,Phase 3,Randomized,April 2010,December 2011,Treatment,Toronto,Ontario,M3H 5S4,All,40 Years,,2011-12-01,2010-04-01,609.0
NCT01121393,33.04769001,BIBW 2992 (Afatinib) vs Gemcitabine-cisplatin in 1st Line Non-small Cell Lung Cancer (NSCLC),Completed,Phase 3,Randomized,"April 19, 2010","November 26, 2017",Treatment,Beijing,,100020,All,18 Years,,2017-11-01,2010-04-01,2771.0
NCT01122680,1.904761905,Efficacy and Safety of 3 Doses of Tiotropium Compared to Placebo in Adolescents (12 to 17 Yrs) With Moderate Asthma,Completed,Phase 2,Randomized,May 2010,,Treatment,Denver,Colorado,,All,12 Years,17 Years,,2010-05-01,
NCT01124422,5.112656981,Fluticasone Propionate/Salmeterol Combination 250/50 DISKUS in the Exercise Endurance Time in Patients With Chronic Obstructive Pulmonary Disease,Completed,Phase 4,Randomized,"July 19, 2010","May 2, 2011",Treatment,Birmingham,Alabama,35294,All,40 Years,,2011-05-01,2010-07-01,304.0
NCT01124864,10.3403731,A Study of AUY922 in Non-small-cell Lung Cancer Patients Who Have Received Previous Two Lines of Chemotherapy.,Completed,Phase 2,Non-Randomized,October 2010,August 2014,Treatment,Los Angeles,California,90095,All,18 Years,,2014-08-01,2010-10-01,1400.0
NCT01126437,22.20118932,Comparison of Tiotropium in the HandiHaler Versus the Respimat in Chronic Obstructive Pulmonary Disease,Completed,Phase 3,Randomized,May 2010,May 2013,Treatment,Athens,Alabama,,All,40 Years,,2013-05-01,2010-05-01,1096.0
NCT01128595,0.9259259259,"Randomised Study Comparing the Effects of Inhaled FF/GW642444M Combination, FF and GW642444M on an Allergen Induced Asthmatic Response",Completed,Phase 2,Randomized,May 2010,May 2011,Treatment,Randwick,New South Wales,2031,All,18 Years,65 Years,2011-05-01,2010-05-01,365.0
NCT01133626,7.139227642,Hypothalamic-Pituitary-Adrenal (HPA) Axis Study in Adult and Adolescent Subjects With Perennial Allergic Rhinitis (PAR),Completed,Phase 3,Randomized,June 2010,September 2010,Treatment,North Dartmouth,Massachusetts,02747,All,12 Years,45 Years,2010-09-01,2010-06-01,92.0
NCT01134042,8.884858927,Study HZA106829: Efficacy/Safety Study of Fluticasone Furoate/Vilanterol (GW642444) in Adult and Adolescent Asthmatics,Completed,Phase 3,Randomized,June 2010,October 2011,Treatment,Bell Gardens,California,90201,All,12 Years,,2011-10-01,2010-06-01,487.0
NCT01134705,7.933613322,Study in Adult and Adolescent Subjects With PAR (Perennial Allergic Rhinitis),Completed,Phase 3,Randomized,May 2010,October 2010,Treatment,Los Angeles,California,90025,All,12 Years,,2010-10-01,2010-05-01,153.0
NCT01135134,0.6697506034,"Multicenter, Double-blind, Randomized, Placebo-controlled Study of Mometasone Furoate Nasal Spray in Pediatric Subjects With Perennial Allergic Rhinitis (Study P06332)",Completed,Phase 3,Randomized,June 2010,October 2010,Treatment,,,,All,5 Years,15 Years,2010-10-01,2010-06-01,122.0
NCT01136174,16.66666667,Safety and PK Study of BIBF 1120 in Japanese Patients With IPF,Completed,Phase 2,Randomized,May 2010,,,"Bunkyo-ku,Tokyo",,,All,40 Years,,,2010-05-01,
NCT01136382,5.921052632,A 6-week Study in Asthmatic Children Aged 6 to <12 Yrs Comparing Budesonide pMDI 160ug Twice Daily With Placebo,Completed,Phase 2,Randomized,July 2010,April 2013,Treatment,Scottsdale,Arizona,,All,6 Years,11 Years,2013-04-01,2010-07-01,1005.0
NCT01137435,3.641881639,Post Marketing Surveillance for ADACEL™ in South Korea,Completed,Phase 4,,June 2010,September 2016,Prevention,Jung-gu,Incheon,,All,11 Years,64 Years,2016-09-01,2010-06-01,2284.0
NCT01139775,22.79821628,A Study in Non Small Cell Lung Cancer,Completed,Phase 1/Phase 2,Randomized,February 2011,August 2014,Treatment,Mannheim,Baden-Wurttemberg,68167,All,18 Years,,2014-08-01,2011-02-01,1277.0
NCT01144299,1.666666667,A Study to Evaluate the Safety and Immunogenicity of GSK Biologicals' Seasonal Influenza Vaccine in Adults,Completed,Phase 3,Non-Randomized,"June 17, 2010","July 10, 2010",Prevention,Dresden,Sachsen,01067,All,18 Years,,2010-07-01,2010-06-01,30.0
NCT01146860,0.2604166667,Efficacy and Safety of a Herbal Medicinal Product (Dry Extract BNO 1016) in Patients With Acute Rhinosinusitis,Completed,Phase 3,Randomized,January 2010,April 2010,Treatment,Puchheim,,82178,All,18 Years,75 Years,2010-04-01,2010-01-01,90.0
NCT01147068,4.09158924,Safety and Immunogenicity of PanBlok Influenza Vaccine in Healthy Adults,Completed,Phase 1/Phase 2,Randomized,June 2010,October 2011,Prevention,Overland Park,Kansas,66210,All,18 Years,49 Years,2011-10-01,2010-06-01,487.0
NCT01147744,9.368932039,Dose Ranging Study Evaluating the Efficacy and Safety of GSK2190915 Administered Once Daily,Completed,Phase 2,Randomized,"June 28, 2010","October 6, 2011",Treatment,Birmingham,Alabama,35209,Female,12 Years,,2011-10-01,2010-06-01,487.0
NCT01147848,7.320099256,HZA113091 Efficacy and Safety of Fluticasone Furoate/Vilanterol (GW642444) in Adults and Adolescents,Completed,Phase 3,Randomized,June 2010,July 2011,Treatment,Huntington Beach,California,92647,All,12 Years,,2011-07-01,2010-06-01,395.0
NCT01152814,3.125,"Study to Evaluate Safety and Immunogenicity of Sub-unit Adjuvanted Influenza Vaccine Administered to Elderly Subjects, Formulation 2010-2011",Completed,Phase 2,,June 2010,July 2010,Prevention,Chieti,,66100,All,65 Years,,2010-07-01,2010-06-01,30.0
NCT01153321,6.818181818,Investigation of the Effect of Oral Treatment With 100 mg AZD2423 in Subjects With Mild Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 2,Randomized,October 2010,July 2011,Basic Science,Hannover,,,All,40 Years,,2011-07-01,2010-10-01,273.0
NCT01153984,8.695652174,A Study to Assess Biomarkers Impact on Participants Response to Erlotinib Treatment for First-line Non-Small Cell Lung Cancer With Endothelial Growth Factor Receptor (EGFR) Activating Mutations,Completed,Phase 2,,June 2011,July 2015,Treatment,Alba Iulia,,510073,All,18 Years,,2015-07-01,2011-06-01,1491.0
NCT01154127,10.2058319,Effect of NVA237 on Exercise Endurance in Patients With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,June 2010,February 2011,Treatment,Spartanburg,South Carolina,29303,All,40 Years,,2011-02-01,2010-06-01,245.0
NCT01154153,5.695039804,Nasacort AQ Hypothalamic-Pituitary-Adrenal (HPA) Axis Study in Children With Allergic Rhinitis,Completed,Phase 4,Randomized,June 2010,October 2010,Treatment,Cypress,California,90630,All,2 Years,12 Years,2010-10-01,2010-06-01,122.0
NCT01156844,4.78916127,"Efficacy, Safety and Pharmacokinetics of Different Regimens of Indacaterol",Completed,Phase 2,Randomized,March 2010,,Treatment,Anniston,Alabama,36207,All,18 Years,,,2010-03-01,
NCT01159912,9.605898805,Evaluating the Efficacy and Safety of Fluticasone Furoate Inhalation Powder in the Treatment of Asthma in Adults and Adolescents,Completed,Phase 3,Randomized,"June 30, 2010","January 16, 2012",Treatment,Birmingham,Alabama,35209,All,12 Years,,2012-01-01,2010-06-01,579.0
NCT01160744,15.74811186,A Study of Pemetrexed and Carboplatin/Cisplatin or Gemcitabine and Carboplatin/Cisplatin With or Without IMC-1121B in Participants Previously Untreated With Recurrent or Advanced Non-Small Cell Lung Cancer (NSCLC),Completed,Phase 2,Randomized,September 2010,April 2018,Treatment,Scottsdale,Arizona,85258,All,18 Years,,2018-04-01,2010-09-01,2769.0
NCT01162122,4.095053181,Safety and Immunogenicity of MF59C.1 Adjuvanted Trivalent Subunit Influenza Vaccine in Elderly Subjects,Completed,Phase 3,Randomized,August 2010,November 2011,Prevention,Phoenix,Arizona,85253,All,65 Years,,2011-11-01,2010-08-01,457.0
NCT01165138,4.92959927,Study HZA106827: Efficacy/Safety Study of Fluticasone Furoate/Vilanterol (GW642444) in Adult and Adolescent Asthmatics,Completed,Phase 3,Randomized,"August 20, 2010","October 19, 2011",Treatment,Bell Gardens,California,90201,All,12 Years,,2011-10-01,2010-08-01,426.0
NCT01165424,3.75,A Study of Long-term Administration of Mometasone Furoate Nasal Spray in Pediatric Subjects With Perennial Allergic Rhinitis (Study P06333AM1),Completed,Phase 3,,April 2010,December 2010,Treatment,,,,All,3 Years,15 Years,2010-12-01,2010-04-01,244.0
NCT01168973,24.56700637,A Study of Chemotherapy and Ramucirumab Versus Chemotherapy Alone in Second Line Non-Small Cell Lung Cancer (NSCLC) Participants Who Received Prior First Line Platinum-based Chemotherapy,Completed,Phase 3,Randomized,December 2010,August 2016,Treatment,Phoenix,Arizona,85016,All,18 Years,,2016-08-01,2010-12-01,2070.0
NCT01172808,6.640860741,Evaluation of Tiotropium 2.5 and 5 mcg Once Daily Delivered Via the Respimat® Inhaler Compared to Placebo and Salmeterol HydroFluoroAlkane (HFA) Metered Dose Inhaler (MDI) (50 mcg Twice Daily) in Patient With Moderate Persistent Asthma I,Completed,Phase 3,Randomized,August 2010,November 2012,Treatment,Huntington Beach,California,,All,18 Years,75 Years,2012-11-01,2010-08-01,823.0
