nct_id,dropout_percentage_all,Clinical Title,Overall Status,Trial Phase,Allocation,Start Date,Completion Date,Primary Purpose,City,State,Zipcode,Gender,Minimum Age,New Completion Date,New Start Date,length_of_trial,RUCA2.0,Cleaned_Zipcodes
NCT00988247,21.02547211,Long Term Safety and Efficacy Trial of Beclomethasone Dipropionate - Hydrofluoroalkane (BDP-HFA) 320 mcg in Allergic Rhinitis,Completed,Phase 3,Randomized,"October 31, 2009","February 28, 2011",Treatment,Oxford,Alabama,36203,All,12.0,2011-02-01,2009-10-01,488.0,1.0,36203
NCT00988858,12.72727273,A Study of Advanced or Metastatic Non-small Cell Lung Cancer,Completed,Phase 2,,November 2009,November 2014,Treatment,Tucson,Arizona,85704,All,18.0,2014-11-01,2009-11-01,1826.0,1.0,85704
NCT00992017,7.8125,Safety of and Immune Response to an H1N1 Influenza Vaccine in HIV Infected Pregnant Women,Completed,Phase 2,,October 2009,November 2010,Prevention,Alhambra,California,91803,Female,18.0,2010-11-01,2009-10-01,396.0,1.0,91803
NCT00992836,3.225806452,Safety of and Immune Response to an H1N1 Influenza Virus Vaccine in HIV Infected Children and Youth,Completed,Phase 2,,October 2009,August 2010,Prevention,Birmingham,Alabama,35233,All,4.0,2010-08-01,2009-10-01,304.0,1.0,35233
NCT00996307,10.99385625,"Pivotal, Multicenter, Observer-Blind, Randomized Study of Influenza A (H1N1)2009 Monovalent Subunit Vaccine With and Without Adjuvant in Children Ages 6 to <36 Months",Completed,Phase 2/Phase 3,Randomized,October 2009,December 2010,Prevention,Bentonville,Arkansas,72712,All,0.5,2010-12-01,2009-10-01,426.0,1.0,72712
NCT00997334,15.0,Erlotinib Therapy and Subsequent Development of Mechanisms of Secondary Resistance in Patients With NSCLC,Completed,Phase 2,,February 2010,January 2017,Treatment,Boston,Massachusetts,02115,All,18.0,2017-01-01,2010-02-01,2526.0,1.0,02115
NCT01000025,12.08333333,PF-00299804 in Stage IIIB or Stage IV Non-Small Cell Lung Cancer Not Responding to Standard Therapy for Advanced or Metastatic Cancer,Completed,Phase 3,Randomized,"December 23, 2009","November 27, 2015",Treatment,Arcadia,California,91007,All,18.0,2015-11-01,2009-12-01,2161.0,1.0,91007
NCT01000506,10.38223066,Dose Ranging Efficacy And Safety With Mepolizumab in Severe Asthma,Completed,Phase 2,Randomized,"November 1, 2009","March 23, 2012",Treatment,Long Beach,California,90808,All,12.0,2012-03-01,2009-11-01,851.0,1.0,90808
NCT01005901,17.8123936,"A Study to Assess the Safety, Tolerability and Efficacy of NVA237 Versus Placebo",Completed,Phase 3,Randomized,October 2009,December 2010,Treatment,Birmingham,Alabama,,All,40.0,2010-12-01,2009-10-01,426.0,1.0,35203
NCT01007253,0.0,Effect of Veramyst and Olopatadine 0.2% Opthalmic Solution on Allergy Symptoms,Completed,Phase 4,Randomized,November 2009,August 2011,Treatment,Chicago,Illinois,60637,All,18.0,2011-08-01,2009-11-01,638.0,1.0,60637
NCT01009099,1.260504202,Reducing Dynamic Hyperinflation Through Breathing Retraining,Completed,Phase 2/Phase 3,Randomized,July 2009,January 2015,Treatment,Hines,Illinois,60141-5000,All,21.0,2015-01-01,2009-07-01,2010.0,1.0,60141
NCT01009463,15.84137206,A Study to Evaluate the Efficacy and Safety of Fluticasone Furoate (FF)/GW642444 Inhalation Powder in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"September 25, 2009","October 31, 2011",Treatment,Birmingham,Alabama,35235,All,40.0,2011-10-01,2009-09-01,760.0,1.0,35235
NCT01010971,3.594082417,Clinical Trial to Assess the Efficacy and Safety of Ciclesonide Hydrofluoroalkane (HFA) Nasal Aerosol for the Treatment of Seasonal Allergic Rhinitis (SAR) to Mountain Cedar in Subjects 12 Years and Older,Completed,Phase 3,Randomized,December 2009,February 2010,Treatment,Austin,Texas,78731,All,12.0,2010-02-01,2009-12-01,62.0,1.0,78731
NCT01011049,0.6592449969,Study of Influenza Vaccine Revaccination in Healthy Adults Previously Vaccinated With Fluzone ID or Fluzone IM,Completed,Phase 2,Randomized,September 2009,October 2010,Prevention,Hoover,Alabama,35216,All,18.0,2010-10-01,2009-09-01,395.0,1.0,35216
NCT01014988,10.31339031,Safety Study to Assess IV Zanamivir for Treatment of Influenza Infection in Patients Who Are in Hospital,Completed,Phase 2,,November 2009,February 2015,Treatment,Birmingham,Alabama,35233,All,0.5,2015-02-01,2009-11-01,1918.0,1.0,35233
NCT01017952,17.70079902,A Study to Evaluate Annual Rate of Exacerbations and Safety of 3 Dosage Strengths of Fluticasone Furoate (FF)/GW642444 Inhalation Powder in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"September 25, 2009","October 17, 2011",Treatment,Birmingham,Alabama,35215,All,40.0,2011-10-01,2009-09-01,760.0,1.0,35215
NCT01018186,11.16816906,Fluticasone Furoate/GW642444 Inhalation Powder Long-Term Safety Study,Completed,Phase 3,Randomized,"October 19, 2009","May 12, 2011",Treatment,Oxford,Alabama,36203,All,12.0,2011-05-01,2009-10-01,577.0,1.0,36203
NCT01018862,7.373162614,A Study to Evaluate the Safety and Efficacy of a Nasal Spray to Treat Children With Perennial Allergic Rhinitis,Completed,Phase 3,Randomized,November 2009,April 2011,Treatment,Costa Mesa,California,92626,All,6.0,2011-04-01,2009-11-01,516.0,1.0,92626
NCT01019694,23.4938098,Combivent Respimat 1-year Safety Study in Patients With Chronic Obstructive Pulmonary Disease,Completed,Phase 3,Randomized,November 2009,,Treatment,Jasper,Alabama,,All,40.0,,2009-11-01,731.0,1.0,14855
NCT01024608,2.367195434,Study in Adult and Adolescent Subjects With Seasonal Allergic Rhinitis (SAR),Completed,Phase 3,Randomized,"December 31, 2009","February 28, 2010",Treatment,Austin,Texas,78731,All,12.0,2010-02-01,2009-12-01,62.0,1.0,78731
NCT01025284,0.0,A Study for Participants With Small-Cell Lung Cancer,Completed,Phase 2,Non-Randomized,December 2009,July 2012,Treatment,Torrington,Connecticut,06790,All,18.0,2012-07-01,2009-12-01,943.0,1.0,06790
NCT01030965,3.858568075,28-day Repeat Dose Study of GSK573719,Completed,Phase 2,Randomized,"December 15, 2009","July 4, 2010",Treatment,Madisonville,Kentucky,42431,All,40.0,2010-07-01,2009-12-01,212.0,4.0,42431
NCT01033825,4.40121348,Study of the Effects of Ciclesonide Hydrofluoroalkane (HFA) Nasal Aerosol on Hypothalamic-Pituitary-Adrenal (HPA) Axis,Completed,Phase 3,Randomized,January 2010,May 2010,Treatment,Stockbridge,Georgia,30281,All,12.0,2010-05-01,2010-01-01,120.0,1.0,30281
NCT01039675,9.523809524,"Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of the Combination of GSK573719 and GW642444 in Subjects With COPD",Completed,Phase 2,Randomized,"January 1, 2010","April 20, 2010",Treatment,Chester,South Carolina,29706,All,40.0,2010-04-01,2010-01-01,90.0,4.0,29706
NCT01040728,4.098360656,"A Randomized, Double-Blind, 4-way Crossover Study to Evaluate the Efficacy of of 24 Hour Spirometry Profiles of Inhaled BI 1744 CL and Inhaled Tiotropium Bromide in Patients With Chronic Obstructive Pulmonary Disease",Completed,Phase 3,Randomized,January 2010,,Treatment,Jasper,Alabama,,All,40.0,,2010-01-01,731.0,1.0,14855
NCT01042158,0.0,A Clinical Trial of Ambrisentan and Tadalafil in Pulmonary Arterial Hypertension Associated With Systemic Sclerosis,Completed,Phase 4,,January 2010,November 2014,Treatment,Baltimore,Maryland,21287,All,18.0,2014-11-01,2010-01-01,1765.0,1.0,21287
NCT01044459,30.98639794,"Long-term Safety, Tolerability and Efficacy of Aclidinium Bromide in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD) (LAS-MD-35)",Completed,Phase 3,Randomized,November 2009,April 2011,Treatment,Birmingham,Alabama,35209,All,40.0,2011-04-01,2009-11-01,516.0,1.0,35209
NCT01045421,1.424242424,"Alisertib in Adults With Nonhematological Malignancies, Followed by Alisertib in Lung, Breast, Head and Neck or Gastroesophageal Malignancies",Completed,Phase 1/Phase 2,Randomized,February 2010,April 2014,Treatment,Houston,Texas,,All,18.0,2014-04-01,2010-02-01,1520.0,1.0,15342
NCT01046136,2.639977604,Mucinex Exploratory Cold Study,Completed,Phase 2,Randomized,December 2009,,Treatment,Bellevue,Nebraska,68005,All,12.0,,2009-12-01,731.0,1.0,68005
NCT01048866,4.062468102,A Study of Flurbiprofen 8.75 mg Lozenge in Patients With Pharyngitis,Completed,Phase 3,Randomized,November 2009,March 2011,Treatment,New York,New York,10010,All,18.0,2011-03-01,2009-11-01,485.0,1.0,10010
NCT01049334,6.862745098,A Study of Flurbiprofen 8.75 mg Lozenge in Patient With Pharyngitis,Completed,Phase 3,Randomized,November 2009,March 2011,Treatment,Storrs,Connecticut,06268,All,18.0,2011-03-01,2009-11-01,485.0,1.0,06268
NCT01050257,23.26415094,A Study of Intravenously Administered Tamiflu (Oseltamivir) in Patients Over 13 Years of Age With Influenza,Completed,Phase 3,Randomized,January 2010,September 2012,Treatment,Birmingham,Alabama,35233,All,13.0,2012-09-01,2010-01-01,974.0,1.0,35233
NCT01052038,11.66666667,Post Operative Sore Throat and Dexamethasone,Completed,Phase 4,Randomized,January 2010,September 2010,Prevention,Chicago,Illinois,60611,Female,18.0,2010-09-01,2010-01-01,243.0,1.0,60611
NCT01052116,10.62176166,The Study of Soy Isoflavones in Asthma,Completed,Phase 4,Randomized,March 2010,August 2012,Treatment,Tucson,Arizona,85724,All,12.0,2012-08-01,2010-03-01,884.0,1.0,85724
NCT01052480,17.34693878,Safety and Efficacy of Investigational Anti-Influenza Immune Plasma in Treating Influenza,Completed,Phase 2,Randomized,December 2010,November 2015,Treatment,Los Angeles,California,90095-1752,All,18.0,2015-11-01,2010-12-01,1796.0,1.0,90095
NCT01053988,15.82634091,A 6-month Study to Evaluate the Efficacy and Safety of Fluticasone Furoate (FF)/GW642444 Inhalation Powder in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"October 5, 2009","April 14, 2011",Treatment,Mobile,Alabama,36608,All,40.0,2011-04-01,2009-10-01,547.0,1.0,36608
NCT01054885,14.12738855,Efficacy and Safety Study of Fluticasone Furoate (FF)/GW642444 Inhalation Powder and the Individual Components in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,"October 19, 2009","February 8, 2011",Treatment,Birmingham,Alabama,35235,All,40.0,2011-02-01,2009-10-01,488.0,1.0,35235
NCT01055197,12.98701299,Radiation Therapy in Treating Patients With Extensive Stage Small Cell Lung Cancer,Completed,Phase 2,Randomized,March 2010,December 2016,Treatment,Tucson,Arizona,85704,All,18.0,2016-12-01,2010-03-01,2467.0,1.0,85704
NCT01059565,25.24038462,Safety and Efficacy Study of Aztreonam for Inhalation Solution (AZLI) in Patients With Cystic Fibrosis and Chronic Burkholderia Species Infection,Completed,Phase 3,Randomized,February 2010,January 2012,Treatment,Mobile,Alabama,36608,All,6.0,2012-01-01,2010-02-01,699.0,1.0,36608
NCT01059643,4.854368932,"A Study in Ovarian, Non-Small Cell Lung, Prostate, Colorectal, Gastroesophageal Cancers, and Squamous Cell Carcinoma of the Head and Neck",Completed,Phase 2,,April 2011,December 2012,Treatment,Jonesboro,Arkansas,72401,All,18.0,2012-12-01,2011-04-01,610.0,1.0,72401
NCT01067105,16.38349515,A 6 Month Study of Once Daily Ciclesonide Hydrofluoroalkane (HFA) Nasal Aerosol in The Treatment of Perennial Allergic Rhinitis (PAR) in Subjects 12 Years and Older,Completed,Phase 3,,February 2010,November 2010,Treatment,Huntington Beach,California,92647,All,12.0,2010-11-01,2010-02-01,273.0,1.0,92647
NCT01068600,6.603773585,Comparison of Efficacy of Indacaterol Versus Placebo Over 12 Weeks,Completed,Phase 3,Randomized,January 2010,,Treatment,Anniston,Alabama,36207-5710,All,40.0,,2010-01-01,731.0,1.0,36207
NCT01068912,8.597822557,Dose-Finding Study of Favipiravir in the Treatment of Uncomplicated Influenza,Completed,Phase 2,Randomized,February 2010,May 2012,Treatment,Birmingham,Alabama,,All,20.0,2012-05-01,2010-02-01,820.0,1.0,35203
NCT01072396,9.523809524,Effects of Tiotropium on Breathing Capacity and Exercise Limitation in Early Stages of Chronic Obstructive Pulmonary Disease,Completed,Phase 4,Randomized,February 2010,November 2011,Treatment,Birmingham,Alabama,,All,40.0,2011-11-01,2010-02-01,638.0,1.0,35203
NCT01072448,10.54447853,12-week Efficacy of Indacaterol,Completed,Phase 3,Randomized,January 2010,July 2010,Treatment,Peoria,Arizona,85381,All,40.0,2010-07-01,2010-01-01,181.0,1.0,85381
NCT01079130,4.002662794,Efficacy and Safety of Different Doses of Indacaterol,Completed,Phase 3,Randomized,February 2010,,Treatment,Glendale,Arizona,85306,All,18.0,,2010-02-01,731.0,1.0,85306
NCT01086384,10.20272989,Asthma Exacerbation Study,Completed,Phase 3,Randomized,"February 22, 2010","September 15, 2011",Treatment,Birmingham,Alabama,35209,All,12.0,2011-09-01,2010-02-01,577.0,1.0,35209
NCT01089127,2.947521143,Efficacy and Safety of Different Doses of Indacaterol in Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,March 2010,July 2010,Treatment,Florence,Alabama,35630,All,40.0,2010-07-01,2010-03-01,122.0,1.0,35630
NCT01097694,19.16666667,Effects of cKit Inhibition by Imatinib in Patients With Severe Refractory Asthma (KIA),Completed,Phase 2,Randomized,November 2010,August 2016,Treatment,Birmingham,Alabama,35294,All,18.0,2016-08-01,2010-11-01,2100.0,1.0,35294
NCT01102374,12.13286713,Vitamin D Supplementation and Acute Respiratory Infection in Older Long-Term Care Residents,Completed,Phase 2,Randomized,May 2010,July 2016,Prevention,Aurora,Colorado,80045,All,60.0,2016-07-01,2010-05-01,2253.0,1.0,80045
NCT01104155,34.84126984,"Eribulin Mesylate in Combination With Intermittent Erlotinib in Patients With Previously Treated, Advanced Non-Small Cell Lung Cancer",Completed,Phase 2,Randomized,"February 22, 2010","January 18, 2017",Treatment,Bessemer,Alabama,,All,18.0,2017-01-01,2010-02-01,2526.0,1.0,16112
NCT01106014,18.88417927,Selexipag (ACT-293987) in Pulmonary Arterial Hypertension,Completed,Phase 3,Randomized,"December 1, 2009","October 1, 2014",Treatment,Mobile,Alabama,36617,All,18.0,2014-10-01,2009-12-01,1765.0,1.0,36617
NCT01109524,35.0,Safety Study of Cetuximab in Combination With Cisplatin and Vinorelbine to Treat Advanced Non-small Cell Lung Cancer,Completed,Phase 2,,July 2010,September 2012,Treatment,Casa Grande,Arizona,85122,All,18.0,2012-09-01,2010-07-01,793.0,1.0,85122
NCT01110200,24.41499265,Chronic Obstructive Pulmonary Disease (COPD) Post-hospitalization Study,Completed,Phase 4,Randomized,"April 30, 2010","May 8, 2012",Treatment,Birmingham,Alabama,35233,All,40.0,2012-05-01,2010-04-01,761.0,1.0,35233
NCT01118312,17.78867884,Study of Asthma and Nasal Steroids,Completed,Phase 4,Randomized,September 2010,June 2015,Treatment,Tucson,Arizona,85724,All,6.0,2015-06-01,2010-09-01,1734.0,1.0,85724
NCT01120691,15.90804467,Effect of QVA149 Versus NVA237 and Tiotropium on Chronic Obstructive Pulmonary Disorder (COPD) Exacerbations,Completed,Phase 3,Randomized,April 2010,July 2012,Treatment,Birmingham,Alabama,35233,All,40.0,2012-07-01,2010-04-01,822.0,1.0,35233
NCT01122680,1.904761905,Efficacy and Safety of 3 Doses of Tiotropium Compared to Placebo in Adolescents (12 to 17 Yrs) With Moderate Asthma,Completed,Phase 2,Randomized,May 2010,,Treatment,Denver,Colorado,,All,12.0,,2010-05-01,731.0,1.0,12421
NCT01124422,5.112656981,Fluticasone Propionate/Salmeterol Combination 250/50 DISKUS in the Exercise Endurance Time in Patients With Chronic Obstructive Pulmonary Disease,Completed,Phase 4,Randomized,"July 19, 2010","May 2, 2011",Treatment,Birmingham,Alabama,35294,All,40.0,2011-05-01,2010-07-01,304.0,1.0,35294
NCT01124864,10.3403731,A Study of AUY922 in Non-small-cell Lung Cancer Patients Who Have Received Previous Two Lines of Chemotherapy.,Completed,Phase 2,Non-Randomized,October 2010,August 2014,Treatment,Los Angeles,California,90095,All,18.0,2014-08-01,2010-10-01,1400.0,1.0,90095
NCT01126437,22.20118932,Comparison of Tiotropium in the HandiHaler Versus the Respimat in Chronic Obstructive Pulmonary Disease,Completed,Phase 3,Randomized,May 2010,May 2013,Treatment,Athens,Alabama,,All,40.0,2013-05-01,2010-05-01,1096.0,1.0,04912
NCT01133626,7.139227642,Hypothalamic-Pituitary-Adrenal (HPA) Axis Study in Adult and Adolescent Subjects With Perennial Allergic Rhinitis (PAR),Completed,Phase 3,Randomized,June 2010,September 2010,Treatment,North Dartmouth,Massachusetts,02747,All,12.0,2010-09-01,2010-06-01,92.0,1.0,02747
NCT01134042,8.884858927,Study HZA106829: Efficacy/Safety Study of Fluticasone Furoate/Vilanterol (GW642444) in Adult and Adolescent Asthmatics,Completed,Phase 3,Randomized,June 2010,October 2011,Treatment,Bell Gardens,California,90201,All,12.0,2011-10-01,2010-06-01,487.0,1.0,90201
NCT01134705,7.933613322,Study in Adult and Adolescent Subjects With PAR (Perennial Allergic Rhinitis),Completed,Phase 3,Randomized,May 2010,October 2010,Treatment,Los Angeles,California,90025,All,12.0,2010-10-01,2010-05-01,153.0,1.0,90025
NCT01136382,5.921052632,A 6-week Study in Asthmatic Children Aged 6 to <12 Yrs Comparing Budesonide pMDI 160ug Twice Daily With Placebo,Completed,Phase 2,Randomized,July 2010,April 2013,Treatment,Scottsdale,Arizona,,All,6.0,2013-04-01,2010-07-01,1005.0,1.0,85250
NCT01147068,4.09158924,Safety and Immunogenicity of PanBlok Influenza Vaccine in Healthy Adults,Completed,Phase 1/Phase 2,Randomized,June 2010,October 2011,Prevention,Overland Park,Kansas,66210,All,18.0,2011-10-01,2010-06-01,487.0,1.0,66210
NCT01147744,9.368932039,Dose Ranging Study Evaluating the Efficacy and Safety of GSK2190915 Administered Once Daily,Completed,Phase 2,Randomized,"June 28, 2010","October 6, 2011",Treatment,Birmingham,Alabama,35209,Female,12.0,2011-10-01,2010-06-01,487.0,1.0,35209
NCT01147848,7.320099256,HZA113091 Efficacy and Safety of Fluticasone Furoate/Vilanterol (GW642444) in Adults and Adolescents,Completed,Phase 3,Randomized,June 2010,July 2011,Treatment,Huntington Beach,California,92647,All,12.0,2011-07-01,2010-06-01,395.0,1.0,92647
NCT01154127,10.2058319,Effect of NVA237 on Exercise Endurance in Patients With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 3,Randomized,June 2010,February 2011,Treatment,Spartanburg,South Carolina,29303,All,40.0,2011-02-01,2010-06-01,245.0,1.0,29303
NCT01154153,5.695039804,Nasacort AQ Hypothalamic-Pituitary-Adrenal (HPA) Axis Study in Children With Allergic Rhinitis,Completed,Phase 4,Randomized,June 2010,October 2010,Treatment,Cypress,California,90630,All,2.0,2010-10-01,2010-06-01,122.0,1.0,90630
NCT01156844,4.78916127,"Efficacy, Safety and Pharmacokinetics of Different Regimens of Indacaterol",Completed,Phase 2,Randomized,March 2010,,Treatment,Anniston,Alabama,36207,All,18.0,,2010-03-01,731.0,1.0,36207
NCT01159912,9.605898805,Evaluating the Efficacy and Safety of Fluticasone Furoate Inhalation Powder in the Treatment of Asthma in Adults and Adolescents,Completed,Phase 3,Randomized,"June 30, 2010","January 16, 2012",Treatment,Birmingham,Alabama,35209,All,12.0,2012-01-01,2010-06-01,579.0,1.0,35209
NCT01160744,15.74811186,A Study of Pemetrexed and Carboplatin/Cisplatin or Gemcitabine and Carboplatin/Cisplatin With or Without IMC-1121B in Participants Previously Untreated With Recurrent or Advanced Non-Small Cell Lung Cancer (NSCLC),Completed,Phase 2,Randomized,September 2010,April 2018,Treatment,Scottsdale,Arizona,85258,All,18.0,2018-04-01,2010-09-01,2769.0,1.0,85258
NCT01162122,4.095053181,Safety and Immunogenicity of MF59C.1 Adjuvanted Trivalent Subunit Influenza Vaccine in Elderly Subjects,Completed,Phase 3,Randomized,August 2010,November 2011,Prevention,Phoenix,Arizona,85253,All,65.0,2011-11-01,2010-08-01,457.0,1.0,85253
NCT01165138,4.92959927,Study HZA106827: Efficacy/Safety Study of Fluticasone Furoate/Vilanterol (GW642444) in Adult and Adolescent Asthmatics,Completed,Phase 3,Randomized,"August 20, 2010","October 19, 2011",Treatment,Bell Gardens,California,90201,All,12.0,2011-10-01,2010-08-01,426.0,1.0,90201
NCT01168973,24.56700637,A Study of Chemotherapy and Ramucirumab Versus Chemotherapy Alone in Second Line Non-Small Cell Lung Cancer (NSCLC) Participants Who Received Prior First Line Platinum-based Chemotherapy,Completed,Phase 3,Randomized,December 2010,August 2016,Treatment,Phoenix,Arizona,85016,All,18.0,2016-08-01,2010-12-01,2070.0,1.0,85016
NCT01172808,6.640860741,Evaluation of Tiotropium 2.5 and 5 mcg Once Daily Delivered Via the Respimat® Inhaler Compared to Placebo and Salmeterol HydroFluoroAlkane (HFA) Metered Dose Inhaler (MDI) (50 mcg Twice Daily) in Patient With Moderate Persistent Asthma I,Completed,Phase 3,Randomized,August 2010,November 2012,Treatment,Huntington Beach,California,,All,18.0,2012-11-01,2010-08-01,823.0,1.0,92646
NCT01172821,5.427597272,Evaluation of Tiotropium 2.5 and 5 mcg Once Daily Delivered Via the Respimat® Inhaler Compared to Placebo and Salmeterol HydroFluoroAlkane (HFA) Metered Dose Inhaler (MDI) (50 mcg Twice Daily) in Patient With Moderate Persistent Asthma II,Completed,Phase 3,Randomized,August 2010,November 2012,Treatment,Los Angeles,California,,All,18.0,2012-11-01,2010-08-01,823.0,1.0,90001
NCT01178073,20.70117346,A Study of First-Line Ambrisentan and Tadalafil Combination Therapy in Subjects With Pulmonary Arterial Hypertension (PAH),Completed,Phase 3,Randomized,"October 1, 2010","July 31, 2014",Treatment,Birmingham,Alabama,35294,All,18.0,2014-07-01,2010-10-01,1369.0,1.0,35294
NCT01181895,5.467266367,Study B2C112060: A Study of the Efficacy and Safety of Vilanterol Inhalation Powder in Adults and Adolescents With Persistent Asthma,Completed,Phase 3,Randomized,"September 1, 2010","August 26, 2011",Treatment,Huntington Beach,California,92647,All,12.0,2011-08-01,2010-09-01,334.0,1.0,92647
NCT01196975,3.12508311,A Study to Evaluate the Safety and Immunogenicity of GSK Biologicals' Seasonal Influenza Vaccine in Adults,Completed,Phase 3,Randomized,"October 1, 2010","June 24, 2011",Prevention,Mesa,Arizona,85213,All,18.0,2011-06-01,2010-10-01,243.0,1.0,85213
NCT01196988,2.30924267,Immunogenicity and Safety Study of GSK Biologicals' Influenza Vaccine When Administered in Children,Completed,Phase 3,Randomized,"October 4, 2010","June 15, 2011",Prevention,Sacramento,California,95816,All,0.5,2011-06-01,2010-10-01,243.0,1.0,95816
NCT01198756,5.059929038,A Study to Evaluate the Safety and Immunogenicity of GSK Biologicals' Seasonal Influenza Vaccine in Children,Completed,Phase 3,Randomized,"October 1, 2010","July 1, 2011",Prevention,Chandler,Arizona,85224,All,0.5,2011-07-01,2010-10-01,273.0,1.0,85224
NCT01202188,7.371642787,"A Study to Assess the Efficacy, Safety and Tolerability of Once-daily (q.d.) QVA149 in Patients With Moderate to Severe Chronic Obstructive Pulmonary Disease (COPD)",Completed,Phase 3,Randomized,September 2010,March 2012,Treatment,Fullerton,California,92835,All,40.0,2012-03-01,2010-09-01,547.0,1.0,92835
NCT01204671,1.198772312,Safety and Immunogenicity Study of GSK Biologicals' Seasonal Influenza Candidate Vaccine (GSK2321138A),Completed,Phase 3,Randomized,"October 4, 2010","June 6, 2011",Prevention,Chandler,Arizona,85224,All,18.0,2011-06-01,2010-10-01,243.0,1.0,85224
NCT01214187,18.96551724,Study of Inhaled Carbon Monoxide to Treat Idiopathic Pulmonary Fibrosis,Completed,Phase 2,Randomized,July 2011,April 2015,Treatment,San Francisco,California,94143,All,18.0,2015-04-01,2011-07-01,1370.0,1.0,94143
NCT01218126,12.81366318,"Randomised, Double-Blind, Placebo-Controlled, Parallel-Group, Multi-centre, Dose Ranging Study to Evaluate the Efficacy and Safety of Losmapimod Tablets Administered Twice Daily Compared With Placebo for 24 Weeks in Adult Subjects With Chronic Obstructive Pulmonary Disease (COPD).",Completed,Phase 2,Randomized,"November 4, 2010","December 21, 2011",Treatment,Birmingham,Alabama,35294,All,40.0,2011-12-01,2010-11-01,395.0,1.0,35294
NCT01218646,0.7239583333,Study of Quadrivalent Influenza Vaccine Among Adults,Completed,Phase 3,Randomized,October 2010,April 2011,Prevention,Hoover,Alabama,35216,All,18.0,2011-04-01,2010-10-01,182.0,1.0,35216
NCT01225211,4.825908858,Study of VX-809 Alone and in Combination With VX-770 in Cystic Fibrosis (CF) Patients Homozygous or Heterozygous for the F508del-CFTR Mutation,Completed,Phase 2,Randomized,October 2010,April 2014,Treatment,Birmingham,Alabama,,All,18.0,2014-04-01,2010-10-01,1278.0,1.0,35203
NCT01227278,10.88235294,A Study to Evaluate the Effectiveness of MEDI-563 in Subjects With Chronic Obstructive Pulmonary Disease (COPD),Completed,Phase 2,Randomized,November 2010,July 2013,Treatment,Los Angeles,California,,All,40.0,2013-07-01,2010-11-01,973.0,1.0,90001
NCT01227421,6.068342303,Safety and Efficacy Study of Nitazoxanide in the Treatment of Acute Uncomplicated Influenza,Completed,Phase 2/Phase 3,Randomized,December 2010,May 2011,Treatment,Elmira,New York,14901,All,12.0,2011-05-01,2010-12-01,151.0,1.0,14901
NCT01227967,4.310591213,"Comparing the Efficacy, Safety, and Tolerability of Combination Antivirals (Amantadine, Ribavirin, Oseltamivir) Versus Oseltamivir for the Treatment of Influenza in Adults at Risk for Complications",Completed,Phase 2,Randomized,September 2010,"March 30, 2017",Treatment,Birmingham,Alabama,35211,All,18.0,2017-03-01,2010-09-01,2373.0,1.0,35211
NCT01229150,6.666666667,Randomized Phase II Study of AZD6244 (Mitogen-activated Protein Kinase Inhibitor) MEK-Inhibitor With Erlotinib in KRAS Wild Type Advanced Non-Small Cell Lung Cancer (NSCLC) and a Randomized Phase II Study of AZD6244 With Erlotinib in Mutant KRAS Adva...,Completed,Phase 2,Randomized,"October 26, 2010","November 21, 2015",Treatment,Davis,California,95616,All,18.0,2015-11-01,2010-10-01,1857.0,1.0,95616
NCT01231620,6.664917138,A Study of Intravenous Zanamivir Versus Oral Oseltamivir in Adults and Adolescents Hospitalized With Influenza,Completed,Phase 3,Randomized,"January 15, 2011","March 18, 2015",Treatment,Birmingham,Alabama,35249,All,16.0,2015-03-01,2011-01-01,1520.0,1.0,35249
NCT01232452,30.20960108,A Study in Non-Small Cell Lung Cancer,Completed,Phase 2,Randomized,April 2011,June 2016,Treatment,Chicago,Illinois,60611,All,18.0,2016-06-01,2011-04-01,1888.0,1.0,60611
NCT01233687,2.222222222,AMG 102 and Erlotinib for Advanced Non-Small Cell Lung Cancer,Completed,Phase 1/Phase 2,,August 2011,November 2014,Treatment,Pittsburgh,Pennsylvania,15232,All,18.0,2014-11-01,2011-08-01,1188.0,1.0,15232
NCT01238861,11.50951213,Study to Evaluate the Efficacy and Safety of MEDI-563 in Adults With Uncontrolled Asthma,Completed,Phase 2,Randomized,December 2010,August 2013,Treatment,Birmingham,Alabama,,All,18.0,2013-08-01,2010-12-01,974.0,1.0,35203
NCT01240746,7.670176499,Study of Quadrivalent Influenza Vaccine Among Children,Completed,Phase 3,Randomized,November 2010,February 2012,Prevention,Dothan,Alabama,36305,All,0.5,2012-02-01,2010-11-01,457.0,1.0,36305
NCT01248065,10.77943615,Study of the Effect of Vitamin D as an Add-on Therapy to Corticosteroids in Asthma,Completed,Phase 3,Randomized,April 2011,January 2014,Treatment,San Francisco,California,94143,All,18.0,2014-01-01,2011-04-01,1006.0,1.0,94143
